generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.024845673131658,18.30142956145619,1.5005193663749485,13,11.11,12.118421052631579,,,3.5,7.0,9.0,12.0,16.5,12.0,12.5,11.5,12.0,17.0
1,200,100,14.420465053408524,16.028285731611774,0.9250097288673874,13,10.86,8.010526315789473,7,100,4.5,7.5,8.0,11.0,16.0,12.0,12.0,11.0,12.5,16.0
2,300,100,13.430950643030009,15.480477489319266,0.9004074085970202,12,11.1,7.4,8,100,5.0,7.0,9.5,11.0,13.0,11.0,11.0,10.5,11.5,15.0
3,400,100,13.430950643030009,14.907589759127756,0.8456498724457725,12,10.96,4.121052631578947,11,100,5.0,8.0,9.0,11.0,13.0,11.0,11.0,10.5,11.5,15.0
4,500,100,13.20332963783729,14.652618420647803,0.8470446073480372,12,11.01,4.644736842105263,8,100,5.5,6.5,8.5,11.0,12.0,10.5,11.0,10.5,12.0,14.5
5,600,100,12.86287388383278,14.547908551868767,0.8779872935400284,12,11.3,5.6947368421052635,8,102,5.0,6.0,9.0,10.5,12.5,10.5,10.5,10.0,12.0,14.0
6,700,100,12.86287388383278,14.296744175987719,1.0180695116145082,12,11.01,3.663157894736842,7,100,4.0,7.5,8.5,11.5,11.5,10.5,10.5,10.0,12.0,14.0
7,800,100,12.86287388383278,14.205482628213103,0.9030339787671007,12,10.99,3.705263157894737,10,100,5.5,7.5,8.0,11.5,14.0,10.5,10.5,10.0,12.0,14.0
8,900,100,12.86287388383278,14.26989441045935,0.9391871234093063,12,10.9,3.086842105263158,10,100,5.0,7.0,8.0,10.0,11.0,10.5,10.5,10.0,12.0,14.0
9,1000,100,12.86287388383278,14.403492162405039,0.9790778378301944,12,10.68,4.9605263157894735,9,100,5.5,7.0,8.5,10.5,11.0,10.5,10.5,10.0,12.0,14.0
10,1100,100,12.640175425099137,14.440531574051539,1.0173722066340674,12,10.62,4.836842105263158,9,100,5.0,6.0,7.5,11.5,13.5,10.5,11.0,10.5,12.0,13.5
11,1200,100,12.640175425099137,14.395333669485607,0.9252029742833272,12,11.11,4.876315789473685,9,100,5.0,6.5,9.0,10.5,11.5,10.5,11.0,10.5,12.0,13.5
12,1300,100,12.640175425099137,14.209608997610918,0.9927396871050747,12,10.99,4.568421052631579,9,100,5.5,7.0,9.0,11.0,12.5,10.5,11.0,10.5,12.0,13.5
13,1400,100,12.640175425099137,14.498157920658349,1.068638754795369,12,10.68,5.218421052631579,8,100,5.0,6.0,8.5,10.5,12.0,10.5,11.0,10.5,12.0,13.5
14,1500,100,12.640175425099137,14.230795411410792,0.9785780874426172,12,11.07,3.7552631578947366,8,100,5.0,7.0,9.0,11.0,12.0,10.5,11.0,10.5,12.0,13.5
15,1600,100,12.640175425099137,14.226174452765484,1.1034365760976237,12,11.07,4.523684210526316,8,100,5.0,7.0,9.0,11.0,10.5,10.5,11.0,10.5,12.0,13.5
16,1700,100,12.640175425099137,14.114979382317026,0.9239791280332436,12,10.99,4.131578947368421,9,100,5.0,7.0,9.0,10.5,12.0,10.5,11.0,10.5,12.0,13.5
17,1800,100,12.640175425099137,14.340711368089249,1.0342111757016004,12,10.61,3.8552631578947367,9,100,5.5,6.0,9.0,11.0,13.0,10.5,11.0,10.5,12.0,13.5
18,1900,100,12.640175425099137,14.252811312006397,0.9180315126123143,12,10.71,4.413157894736842,8,100,5.0,7.5,8.0,10.5,12.0,10.5,11.0,10.5,12.0,13.5
19,2000,100,12.640175425099137,14.424686580476028,1.1602464834751687,12,10.79,5.897368421052631,8,100,4.5,7.0,8.5,11.0,12.0,10.5,11.0,10.5,12.0,13.5
20,2100,100,12.640175425099137,14.387981335162202,1.186093870425099,12,10.8,5.318421052631579,9,100,5.0,7.0,9.0,11.0,11.0,10.5,11.0,10.5,12.0,13.5
21,2200,100,12.640175425099137,14.271175206956505,1.0939280845874566,12,10.63,4.489473684210527,10,100,5.0,7.0,9.0,11.0,13.5,10.5,11.0,10.5,12.0,13.5
22,2300,100,12.640175425099137,14.293057643665446,1.0303778013546598,12,11.03,6.1421052631578945,8,100,5.0,6.0,8.5,11.0,12.0,10.5,11.0,10.5,12.0,13.5
23,2400,100,12.640175425099137,14.29745421299016,1.0444637819418423,12,10.79,4.963157894736842,7,100,5.5,7.0,8.5,11.5,11.5,10.5,11.0,10.5,12.0,13.5
24,2500,100,12.640175425099137,14.299450190651758,1.1316339815230347,12,10.92,4.46578947368421,9,100,5.0,6.5,9.0,11.0,12.0,10.5,11.0,10.5,12.0,13.5
25,2600,100,12.640175425099137,14.28905559675877,1.0028032412487102,12,11.28,4.35,9,100,5.0,6.0,9.0,10.5,11.5,10.5,11.0,10.5,12.0,13.5
26,2700,100,12.640175425099137,14.145313113954419,1.0609774570265214,12,10.98,3.6,9,100,4.5,7.0,9.0,11.0,12.0,10.5,11.0,10.5,12.0,13.5
27,2800,100,12.640175425099137,14.567411843186708,1.2226673280187352,12,11.03,5.723684210526316,9,100,4.5,7.5,8.0,11.0,11.5,10.5,11.0,10.5,12.0,13.5
28,2900,100,12.640175425099137,14.354971387218637,1.081120069975492,12,10.77,4.313157894736842,10,100,5.0,7.0,9.0,11.0,11.5,10.5,11.0,10.5,12.0,13.5
29,3000,100,12.260232526704263,14.46808939571674,1.116611321981035,12,10.74,6.476315789473684,10,100,4.0,6.0,8.0,10.0,11.5,10.5,11.0,11.0,11.5,13.0
30,3100,100,12.260232526704263,14.275086234150193,1.1575768145597973,12,10.58,5.8,10,100,4.5,6.5,8.5,11.0,12.0,10.5,11.0,11.0,11.5,13.0
31,3200,100,12.260232526704263,14.0840361831637,1.0796054172498992,12,10.69,4.036842105263158,9,100,5.5,7.0,9.0,10.0,11.0,10.5,11.0,11.0,11.5,13.0
32,3300,100,12.260232526704263,14.184084777959743,1.1136158033659356,12,10.66,4.5,9,100,5.0,7.0,8.5,11.0,13.0,10.5,11.0,11.0,11.5,13.0
33,3400,100,12.260232526704263,14.15088987872842,1.2127961826117897,12,10.71,4.855263157894737,9,100,4.5,6.5,9.5,10.5,13.0,10.5,11.0,11.0,11.5,13.0
34,3500,100,12.260232526704263,14.07977866747723,1.0215726528047129,12,10.84,3.8131578947368423,8,100,4.5,7.0,9.0,10.5,10.5,10.5,11.0,11.0,11.5,13.0
