generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.588435821108957,18.267904373475947,1.5371634802246825,13,11.96,12.423684210526316,,,3.0,6.0,9.5,12.0,15.0,10.5,10.0,13.0,14.5,17.0
1,200,100,15.182085548648711,17.38443348068554,1.0048221959810388,13,9.41,10.078947368421053,57,104,3.5,5.5,9.0,12.0,15.0,10.0,10.5,10.0,16.5,15.0
2,300,100,14.657342370508884,16.938677324228266,0.9457665970236819,12,8.51,7.697368421052632,57,100,3.5,6.0,8.0,12.5,15.0,9.5,9.5,11.5,14.0,16.0
3,400,100,14.657342370508884,16.833886063776678,0.8310231885872631,12,8.04,6.41578947368421,61,102,3.5,5.0,8.0,12.5,15.0,9.5,9.5,11.5,14.0,16.0
4,500,100,14.657342370508884,16.642461555229612,0.8201266217915458,12,7.99,7.110526315789474,53,100,4.0,5.5,9.0,12.0,15.0,9.5,9.5,11.5,14.0,16.0
5,600,100,14.593468988235944,16.484776679021433,0.7780666354951201,12,7.87,6.878947368421053,51,100,4.5,6.5,9.0,11.5,15.5,10.0,10.0,11.5,14.5,15.5
6,700,100,14.593468988235944,16.498488278334197,0.738564638041242,12,7.87,5.9605263157894735,51,100,4.5,6.5,8.5,12.5,15.5,10.0,10.0,11.5,14.5,15.5
7,800,100,14.593468988235944,16.411455235098053,0.7010886769460752,12,7.73,6.118421052631579,58,100,5.0,6.5,8.0,11.5,15.5,10.0,10.0,11.5,14.5,15.5
8,900,100,14.593468988235944,16.59043464814556,0.6721172155919581,12,7.53,5.271052631578947,57,102,4.5,6.0,8.5,12.0,15.5,10.0,10.0,11.5,14.5,15.5
9,1000,100,14.593468988235944,16.757490242561772,0.6348078172685113,12,7.11,6.386842105263158,57,100,4.5,6.5,9.0,13.0,15.5,10.0,10.0,11.5,14.5,15.5
10,1100,100,14.593468988235944,16.626767472175878,0.6263177401513907,12,7.17,5.323684210526316,57,100,4.5,5.0,9.0,12.0,15.5,10.0,10.0,11.5,14.5,15.5
