generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.288854381999831,18.204994947015745,1.4212749887991925,15,11.58,13.131578947368421,,,4.0,7.0,9.5,12.5,15.0,11.0,13.0,12.5,16.0,15.0
1,200,100,15.114642819948225,17.220094877133263,1.0625156512766645,15,9.04,7.992105263157895,53,100,3.5,7.0,8.5,13.0,14.5,11.0,13.0,12.5,16.0,14.5
2,300,100,15.026368339802362,16.827187747335827,0.8152476635728781,11,8.56,6.823684210526316,57,100,4.0,6.5,8.5,13.0,14.5,7.0,9.5,11.0,13.5,17.0
3,400,100,15.026368339802362,16.757871396150883,0.7421259136348294,11,8.03,6.497368421052632,61,100,4.0,6.0,8.0,12.5,17.0,7.0,9.5,11.0,13.5,17.0
4,500,100,15.026368339802362,16.63937845714415,0.7492950832171615,11,7.63,6.942105263157894,61,100,3.5,6.0,7.5,12.5,17.0,7.0,9.5,11.0,13.5,17.0
5,600,100,14.74004830889689,16.565665759082336,0.7289052822979059,9,7.51,5.905263157894737,58,100,3.5,6.5,7.5,11.0,16.5,6.5,7.5,9.0,12.0,18.0
6,700,100,14.494438717061497,16.39775319486159,0.7233438497652498,10,7.83,6.363157894736842,55,100,4.0,6.0,7.0,12.0,16.5,9.0,10.0,10.5,13.0,16.5
7,800,100,13.816590212458495,16.36195553972406,0.7750938223214628,11,7.68,5.28421052631579,54,100,3.5,6.5,8.5,12.5,15.0,10.0,10.5,11.5,13.0,15.0
8,900,100,13.816590212458495,16.089839430218458,0.8196928625191376,11,7.87,5.652631578947369,53,100,4.5,6.0,8.5,12.5,15.0,10.0,10.5,11.5,13.0,15.0
9,1000,100,13.816590212458495,15.958259008883685,0.7837755081736849,11,8.07,5.9868421052631575,53,100,4.0,6.0,8.5,12.5,15.0,10.0,10.5,11.5,13.0,15.0
10,1100,100,13.816590212458495,16.030783742409398,0.8274264172902076,11,7.87,5.184210526315789,55,100,3.5,6.5,8.5,12.5,15.0,10.0,10.5,11.5,13.0,15.0
11,1200,100,13.816590212458495,16.0464105906559,0.8514186056385219,11,8.04,5.95,52,100,3.5,6.5,8.5,12.5,15.0,10.0,10.5,11.5,13.0,15.0
12,1300,100,13.816590212458495,15.860679131931986,0.7827666135833923,11,8.55,6.105263157894737,60,100,4.5,6.5,9.0,12.5,15.0,10.0,10.5,11.5,13.0,15.0
13,1400,100,13.816590212458495,15.774238620122745,0.7712892260351387,11,8.5,5.807894736842106,55,100,4.0,6.5,9.0,12.5,15.0,10.0,10.5,11.5,13.0,15.0
14,1500,100,13.816590212458495,15.728181948373116,0.7637929223542156,11,8.35,5.628947368421053,54,100,5.0,6.5,8.5,12.0,15.0,10.0,10.5,11.5,13.0,15.0
15,1600,100,13.816590212458495,15.706243515757741,0.819055714447631,11,8.34,5.681578947368421,58,100,4.5,6.5,8.5,12.0,14.5,10.0,10.5,11.5,13.0,15.0
16,1700,100,13.816590212458495,15.678286352138285,0.800771741082069,11,8.28,5.076315789473684,54,100,4.5,6.5,9.5,12.0,15.0,10.0,10.5,11.5,13.0,15.0
