generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.024845673131658,18.30142956145619,1.5005193663749485,13,11.11,12.118421052631579,,,3.5,7.0,9.0,12.0,16.5,12.0,12.5,11.5,12.0,17.0
1,200,100,15.024845673131658,18.327308321447518,1.557596991818784,13,12.25,14.857894736842105,,,4.0,6.0,9.5,12.5,16.5,12.0,12.5,11.5,12.0,17.0
2,300,100,14.953068523537421,18.099517577841752,1.5540250673958065,11,11.8,12.823684210526316,,,3.5,6.5,9.5,12.0,16.5,8.5,11.5,10.5,13.0,17.0
3,400,100,14.953068523537421,18.364706522660484,1.5682056631055632,11,11.39,12.771052631578947,,,3.0,7.5,7.5,11.0,17.5,8.5,11.5,10.5,13.0,17.0
4,500,100,14.953068523537421,18.050754141864232,1.4552777221021695,11,10.88,13.189473684210526,,,3.0,7.0,9.0,12.5,17.0,8.5,11.5,10.5,13.0,17.0
5,600,100,14.953068523537421,18.203576401898786,1.4177561544825619,11,11.25,10.007894736842106,,,4.0,6.5,9.5,11.5,16.0,8.5,11.5,10.5,13.0,17.0
6,700,100,14.41547594742265,18.293182737707667,1.5432945029168559,10,11.16,12.673684210526316,,,3.5,7.5,9.0,13.0,15.5,8.5,8.5,11.0,13.5,16.0
7,800,100,14.41547594742265,18.365100163347847,1.4225020601133822,10,11.83,13.43157894736842,,,2.5,6.5,9.0,13.5,16.5,8.5,8.5,11.0,13.5,16.0
8,900,100,14.41547594742265,18.219298851845025,1.4729628904292351,10,12.4,11.744736842105263,,,4.5,7.0,8.0,12.5,17.0,8.5,8.5,11.0,13.5,16.0
9,1000,100,14.41547594742265,18.254935269903715,1.463475358159034,10,12.61,13.702631578947368,,,3.5,5.5,9.5,12.5,16.0,8.5,8.5,11.0,13.5,16.0
10,1100,100,14.41547594742265,18.085112315943974,1.3518870112028485,10,11.46,11.863157894736842,,,3.5,6.5,8.5,12.0,16.5,8.5,8.5,11.0,13.5,16.0
11,1200,100,14.41547594742265,18.157891890895904,1.4607717634583546,10,11.53,10.273684210526316,,,4.0,7.0,8.5,12.5,16.5,8.5,8.5,11.0,13.5,16.0
12,1300,100,14.41547594742265,18.05950024240584,1.3086575151450721,10,10.91,11.813157894736841,,,3.0,6.0,8.0,12.5,15.0,8.5,8.5,11.0,13.5,16.0
13,1400,100,14.41547594742265,17.938148606594908,1.416918644185688,10,10.64,10.778947368421052,,,3.5,6.5,8.0,13.0,16.0,8.5,8.5,11.0,13.5,16.0
14,1500,100,14.41547594742265,17.91557554463724,1.6017032658610262,10,11.99,9.873684210526315,,,3.0,6.5,9.0,11.5,15.5,8.5,8.5,11.0,13.5,16.0
15,1600,100,14.41547594742265,18.31371858404624,1.5174365692116496,10,12.33,10.560526315789474,,,3.0,5.0,9.5,12.0,17.0,8.5,8.5,11.0,13.5,16.0
16,1700,100,14.41547594742265,18.377404388954314,1.5441403288652296,10,12.46,14.031578947368422,,,3.0,6.5,9.0,12.0,15.5,8.5,8.5,11.0,13.5,16.0
17,1800,100,14.41547594742265,18.23914882495798,1.6326325292839432,10,11.74,13.105263157894736,,,4.0,6.5,8.5,12.5,18.0,8.5,8.5,11.0,13.5,16.0
18,1900,100,14.41547594742265,17.9360700446646,1.4091451146861433,10,10.75,11.589473684210526,,,4.0,6.5,9.0,12.5,14.5,8.5,8.5,11.0,13.5,16.0
19,2000,100,14.41547594742265,18.435530005150397,1.5633635711559775,10,11.39,13.210526315789474,,,3.0,6.0,9.0,12.0,15.5,8.5,8.5,11.0,13.5,16.0
20,2100,100,14.41547594742265,18.32040907795276,1.3814514933901303,10,10.59,9.723684210526315,,,3.5,5.5,9.5,12.0,16.5,8.5,8.5,11.0,13.5,16.0
21,2200,100,14.41547594742265,18.50473581323974,1.4696897301420957,10,12.44,12.860526315789473,,,4.0,6.0,9.0,11.5,16.5,8.5,8.5,11.0,13.5,16.0
22,2300,100,14.41547594742265,17.89208064206888,1.38139688573172,10,11.19,9.889473684210527,,,3.5,7.0,9.0,12.5,16.0,8.5,8.5,11.0,13.5,16.0
23,2400,100,14.41547594742265,18.110172652926245,1.5010901072703393,10,11.93,12.873684210526315,,,3.0,6.5,8.5,12.0,16.0,8.5,8.5,11.0,13.5,16.0
24,2500,100,14.41547594742265,18.023331718109162,1.3762179020521206,10,10.62,12.31842105263158,,,2.5,6.5,5.5,12.5,16.0,8.5,8.5,11.0,13.5,16.0
25,2600,100,14.41547594742265,18.247477758686625,1.6626423822363112,10,12.06,10.663157894736843,,,3.5,6.0,8.5,11.5,16.5,8.5,8.5,11.0,13.5,16.0
26,2700,100,14.41547594742265,17.983032997042688,1.3756327461152729,10,11.05,13.255263157894737,,,2.5,5.5,9.0,13.0,16.5,8.5,8.5,11.0,13.5,16.0
27,2800,100,14.41547594742265,18.069551847422655,1.4869350868487234,10,11.37,10.278947368421052,,,3.0,7.0,9.5,13.0,16.0,8.5,8.5,11.0,13.5,16.0
28,2900,100,14.41547594742265,17.99406964469685,1.3877354940523983,10,11.94,12.357894736842105,,,3.0,6.5,9.0,11.0,14.0,8.5,8.5,11.0,13.5,16.0
29,3000,100,14.41547594742265,18.07203954704861,1.384812153909476,10,10.81,12.98421052631579,,,4.0,6.5,8.5,13.0,16.5,8.5,8.5,11.0,13.5,16.0
30,3100,100,14.41547594742265,18.05856127960835,1.3951368362014183,10,10.29,9.781578947368422,,,3.5,6.5,8.5,11.5,17.0,8.5,8.5,11.0,13.5,16.0
31,3200,100,14.41547594742265,18.112616893725782,1.4617965367164543,10,10.94,10.18157894736842,,,3.5,7.0,9.0,12.0,16.0,8.5,8.5,11.0,13.5,16.0
32,3300,100,14.41547594742265,17.771187836124792,1.4211289446009403,10,11.23,9.93421052631579,,,4.0,6.0,9.0,12.5,15.5,8.5,8.5,11.0,13.5,16.0
33,3400,100,14.41547594742265,18.059993166797423,1.5111401353368832,10,11.03,12.352631578947369,,,3.0,6.5,8.0,12.0,16.0,8.5,8.5,11.0,13.5,16.0
34,3500,100,14.41547594742265,18.07084441062561,1.3519345214243303,10,12.04,12.239473684210527,,,3.5,7.0,10.0,12.5,15.0,8.5,8.5,11.0,13.5,16.0
35,3600,100,14.41547594742265,18.22568269621391,1.512449386009084,10,12.34,13.739473684210527,,,4.0,6.5,9.0,12.0,16.5,8.5,8.5,11.0,13.5,16.0
36,3700,100,14.41547594742265,17.84526209897443,1.5004408582235738,10,11.34,11.571052631578947,,,3.5,7.0,9.0,12.5,16.5,8.5,8.5,11.0,13.5,16.0
37,3800,100,14.41547594742265,18.140649153529615,1.479018926216078,10,10.37,9.989473684210527,,,4.0,7.0,8.5,12.5,16.5,8.5,8.5,11.0,13.5,16.0
38,3900,100,14.41547594742265,18.341364910675328,1.4961126539168408,10,12.24,13.097368421052632,,,4.0,6.5,9.0,12.0,17.0,8.5,8.5,11.0,13.5,16.0
