generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.633959855479073,18.004807270841326,1.3218792926373029,8,10.5,10.436842105263159,,,4.0,6.5,9.0,11.5,16.5,5.5,9.0,11.0,11.5,19.0
1,200,100,15.430375285612676,16.85564637983417,0.7637172402470996,8,6.98,5.576315789473684,7,100,3.5,6.0,8.5,11.5,16.0,5.5,9.0,11.5,12.5,18.0
2,300,100,15.114482300479487,16.656614228168078,0.6815940975788338,10,6.93,5.65,9,100,2.5,6.0,8.5,11.5,16.0,10.0,10.0,8.5,15.5,16.0
3,400,100,15.114482300479487,16.550052853890097,0.9544398510099783,10,6.91,5.102631578947369,10,100,2.0,5.5,8.0,11.5,16.0,10.0,10.0,8.5,15.5,16.0
4,500,100,14.898275349237888,16.49798497098134,0.8839499184723146,10,7.33,5.323684210526316,8,100,2.5,5.0,7.5,11.5,15.5,9.5,10.5,9.0,15.5,15.5
5,600,100,14.734387974463898,16.551435741823358,0.9765276165813864,10,7.22,5.257894736842105,7,100,2.5,5.5,7.5,11.5,15.0,9.5,11.0,9.5,15.0,15.5
6,700,100,14.734387974463898,16.428672826284277,1.0267949207970504,10,7.46,5.5552631578947365,19,100,2.5,5.0,7.5,11.5,15.0,9.5,11.0,9.5,15.0,15.5
7,800,100,14.734387974463898,16.730199856841786,1.1266450802393715,10,7.36,4.692105263157894,10,100,2.5,4.0,7.0,11.0,15.0,9.5,11.0,9.5,15.0,15.5
8,900,100,14.717800560721074,16.531264196362038,1.1629348545337581,10,7.91,6.023684210526316,10,100,2.5,4.0,7.0,10.5,15.0,10.0,10.5,8.5,15.0,15.5
9,1000,100,14.567366884975474,16.394099189549717,1.0526168591719698,9,7.62,5.218421052631579,8,100,2.0,3.5,7.0,10.5,15.0,6.5,8.0,10.0,10.5,18.0
10,1100,100,14.172751070837066,16.31515704509151,1.1843561256879889,10,7.79,6.094736842105263,7,100,1.5,4.0,7.0,10.0,15.0,8.0,8.5,9.5,10.0,17.5
11,1200,100,14.068595903550971,16.070729416587078,1.274858118928889,10,7.94,6.692105263157894,7,100,2.0,4.0,7.0,10.0,15.0,8.0,9.0,10.0,10.5,17.0
12,1300,100,13.84302481094059,15.892704847861692,1.2232258442136317,10,8.3,6.2105263157894735,7,100,1.5,4.5,6.0,9.0,15.5,8.0,8.5,10.0,11.0,16.5
13,1400,100,13.84302481094059,16.176566464313446,1.1208796736889202,10,8.42,6.723684210526316,7,100,1.5,4.0,6.0,8.0,15.5,8.0,8.5,10.0,11.0,16.5
14,1500,100,13.84302481094059,16.082820471473916,0.954694694228194,10,8.98,6.573684210526316,8,100,2.0,4.0,6.5,7.5,15.5,8.0,8.5,10.0,11.0,16.5
15,1600,100,13.84302481094059,16.045829227490707,1.0082383370659374,10,9.07,6.765789473684211,8,100,2.0,3.5,6.5,8.0,15.5,8.0,8.5,10.0,11.0,16.5
16,1700,100,13.84302481094059,16.27034795285943,1.1173295153953093,10,8.4,6.471052631578948,12,100,2.0,4.0,6.0,7.5,15.0,8.0,8.5,10.0,11.0,16.5
17,1800,100,13.84302481094059,16.05140564973418,0.95407967452083,10,8.77,6.394736842105263,10,100,2.0,4.0,6.5,8.0,15.0,8.0,8.5,10.0,11.0,16.5
18,1900,100,13.84302481094059,16.19365910624039,0.9854754192016918,10,8.37,5.6947368421052635,13,100,2.0,4.0,6.5,8.5,15.0,8.0,8.5,10.0,11.0,16.5
19,2000,100,13.84302481094059,16.30410527950738,1.0473013601277337,10,8.36,6.731578947368421,8,100,2.0,5.0,5.5,8.5,15.0,8.0,8.5,10.0,11.0,16.5
20,2100,100,13.84302481094059,16.14588161141987,1.023344843041414,10,8.6,6.505263157894737,18,100,2.0,4.5,5.5,8.5,15.0,8.0,8.5,10.0,11.0,16.5
21,2200,100,13.84302481094059,16.223160020013776,0.9282920993092622,10,8.72,6.328947368421052,9,100,2.0,3.5,5.5,8.0,15.0,8.0,8.5,10.0,11.0,16.5
22,2300,100,13.84302481094059,16.25672797240379,0.9264439145079217,10,8.78,6.036842105263158,9,100,2.0,3.5,5.0,9.0,15.0,8.0,8.5,10.0,11.0,16.5
