generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.577902338672773,18.069607201172545,1.311905913961169,13,11.52,12.105263157894736,,,4.0,6.0,9.5,11.5,16.0,12.0,11.5,10.0,15.5,16.5
1,200,100,15.039387691339813,17.18008701058186,0.9730879584986727,11,7.93,7.755263157894737,5,100,3.5,6.0,8.5,11.0,15.5,9.0,10.0,12.0,12.0,17.5
2,300,100,14.856349099818896,17.02758366643664,1.1131109291616343,11,8.27,7.947368421052632,8,100,3.0,6.0,8.0,10.5,15.0,9.5,9.5,12.0,11.0,17.5
3,400,100,14.856349099818896,17.126415171836282,1.0821681105249594,11,8.12,7.528947368421052,10,100,3.0,6.0,7.5,11.0,15.0,9.5,9.5,12.0,11.0,17.5
4,500,100,14.856349099818896,17.283610508214764,1.042887219130948,11,7.67,6.360526315789474,11,100,3.0,6.0,7.0,11.0,14.5,9.5,9.5,12.0,11.0,17.5
5,600,100,14.664054992217052,17.129092813117076,1.1991038159970882,11,7.68,6.423684210526316,15,100,3.0,6.0,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
6,700,100,14.664054992217052,17.120242056537826,1.1954846691124075,11,7.78,6.568421052631579,22,100,3.0,6.0,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
7,800,100,14.664054992217052,16.693178804082194,1.1958716499429969,11,7.31,6.563157894736842,11,100,3.0,6.0,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
8,900,100,14.664054992217052,16.70911661701868,1.2256112894055904,11,7.22,6.3,14,100,3.0,6.0,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
9,1000,100,14.664054992217052,16.818028564180317,1.1275557589855523,11,7.21,5.473684210526316,9,100,3.0,5.5,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
10,1100,100,14.664054992217052,16.593566808298018,1.155664512522722,11,7.51,5.876315789473685,14,100,3.0,5.5,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
11,1200,100,14.664054992217052,16.614605022232556,1.078277426496588,11,7.46,6.2368421052631575,15,100,3.0,5.5,6.5,11.0,14.5,9.0,10.0,11.5,12.0,17.0
12,1300,100,14.664054992217052,16.307054491533457,1.0412038888501922,11,8.1,6.5473684210526315,13,100,3.0,5.5,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
13,1400,100,14.664054992217052,16.640524978221528,1.0981953939216236,11,7.67,6.442105263157894,12,100,3.0,5.0,6.5,11.0,14.5,9.0,10.0,11.5,12.0,17.0
14,1500,100,14.664054992217052,16.618042786963986,1.1209497852667787,11,7.42,6.4,11,100,3.0,5.0,6.5,11.0,14.5,9.0,10.0,11.5,12.0,17.0
15,1600,100,14.664054992217052,16.524619426404946,1.1114941480322402,11,7.53,6.726315789473684,9,100,3.0,5.0,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
16,1700,100,14.664054992217052,16.78591073000983,1.0350860928176218,11,7.1,5.663157894736842,15,100,3.0,5.0,7.0,11.0,14.5,9.0,10.0,11.5,12.0,17.0
17,1800,100,14.664054992217052,16.897118241320843,1.0721650247252803,11,6.92,6.576315789473684,18,100,3.0,5.0,7.0,11.5,14.5,9.0,10.0,11.5,12.0,17.0
18,1900,100,14.664054992217052,16.814240133327484,0.9437879796487558,11,6.98,5.8921052631578945,21,100,3.0,4.5,7.0,11.5,14.5,9.0,10.0,11.5,12.0,17.0
19,2000,100,14.664054992217052,16.94058198180385,1.03084378204726,11,6.65,5.618421052631579,9,100,3.0,4.5,6.0,11.5,14.5,9.0,10.0,11.5,12.0,17.0
20,2100,100,14.664054992217052,16.544409285492073,1.0932890009601304,11,7.29,5.673684210526316,13,100,3.0,4.5,6.0,11.5,14.5,9.0,10.0,11.5,12.0,17.0
21,2200,100,14.659326868617084,16.663166512438355,1.0505002109963977,9,7.25,5.526315789473684,9,100,3.0,4.5,6.0,11.5,14.5,5.5,9.5,7.0,14.0,16.5
22,2300,100,14.659326868617084,16.569702232055057,1.0700715594539096,9,7.64,6.278947368421052,11,100,3.0,4.5,6.0,11.5,15.0,5.5,9.5,7.0,14.0,16.5
23,2400,100,14.623243291566194,16.66560984301788,1.324850577294964,10,7.16,6.244736842105263,15,100,3.0,4.5,6.5,11.0,15.0,8.5,9.0,12.0,11.5,17.0
24,2500,100,14.623243291566194,16.700232857538996,1.1127023223469574,10,7.11,5.602631578947369,13,100,3.0,4.5,6.5,11.0,15.0,8.5,9.0,12.0,11.5,17.0
25,2600,100,14.623243291566194,16.60593968452865,1.0312480353676936,10,7.69,6.302631578947368,15,100,3.0,4.0,6.0,11.0,14.5,8.5,9.0,12.0,11.5,17.0
