generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.23606797749979,17.86820715151964,1.3488464411730217,13,10.69,10.463157894736842,,,3.0,5.5,8.5,10.5,16.5,10.5,11.0,12.5,14.5,16.5
1,200,100,14.957066051117286,16.876461400362654,0.766151189665401,12,8.58,8.626315789473685,7,102,3.0,5.0,7.5,10.5,16.0,9.0,10.0,12.5,13.5,16.5
2,300,100,14.957066051117286,16.619707186238248,0.7037884288281352,12,9.86,7.489473684210527,5,102,3.5,4.5,7.0,10.5,15.5,9.0,10.0,12.5,13.5,16.5
3,400,100,14.88208554864871,16.725538241408323,0.7829518205744785,13,9.81,8.31842105263158,7,102,3.5,4.0,6.5,10.0,15.5,9.5,11.5,9.5,13.0,17.0
4,500,100,14.88208554864871,16.668905792598263,0.6963722759913277,13,9.78,8.060526315789474,6,100,3.5,4.0,5.5,9.0,15.0,9.5,11.5,9.5,13.0,17.0
5,600,100,14.88208554864871,16.703911429026032,0.9392268374352862,13,9.31,7.436842105263158,6,102,3.0,4.0,6.0,9.0,15.0,9.5,11.5,9.5,13.0,17.0
6,700,100,14.88208554864871,16.508170801736522,0.8736338992085545,13,9.78,8.25263157894737,6,102,2.0,4.5,6.0,9.0,14.5,9.5,11.5,9.5,13.0,17.0
7,800,100,14.88208554864871,16.530752163744747,0.9546133547091998,13,8.95,7.728947368421053,8,102,2.5,4.5,6.5,9.5,14.0,9.5,11.5,9.5,13.0,17.0
8,900,100,14.88208554864871,16.734154183729867,0.9496092210938669,13,9.03,7.8578947368421055,11,100,1.5,5.0,7.0,9.5,13.5,9.5,11.5,9.5,13.0,17.0
9,1000,100,14.83236903073119,16.4714155323195,0.9602408917034516,11,10.02,8.56842105263158,9,100,2.5,4.0,6.5,9.0,14.0,7.0,7.0,11.5,10.5,18.0
10,1100,100,14.766060555964671,16.71271875994787,0.9540776151428988,12,9.07,7.936842105263158,7,100,2.0,4.5,7.0,9.0,14.5,8.0,8.0,11.0,10.5,18.0
11,1200,100,14.766060555964671,16.764911101515214,1.0439889472147335,12,8.16,6.828947368421052,10,102,1.5,4.5,7.5,9.0,12.5,8.0,8.0,11.0,10.5,18.0
12,1300,100,14.549444375840398,16.605029123576223,1.0446619262896852,13,8.09,6.613157894736842,7,100,2.0,4.5,7.0,9.5,12.5,10.0,9.5,13.0,15.5,13.5
13,1400,100,14.489459064299282,16.491149313408165,1.0477108624547522,10,8.26,6.476315789473684,5,100,2.0,5.5,7.0,10.0,12.5,7.5,8.0,10.0,10.0,18.0
14,1500,100,14.28608421540822,16.457423760002772,1.2051739291345436,10,9.13,6.647368421052631,10,102,1.5,5.5,7.0,9.5,12.0,7.5,8.0,10.0,10.5,17.5
15,1600,100,14.28608421540822,16.42234378410236,1.0225977963807995,10,9.85,8.136842105263158,8,100,1.5,4.0,6.5,9.5,11.0,7.5,8.0,10.0,10.5,17.5
16,1700,100,14.28608421540822,16.380284694371806,0.9964783827346657,10,8.71,6.723684210526316,8,100,1.5,4.0,6.5,9.5,10.5,7.5,8.0,10.0,10.5,17.5
17,1800,100,14.28608421540822,16.29572893915619,0.9701470770065544,10,9.08,5.947368421052632,5,100,2.5,3.5,7.0,9.5,10.0,7.5,8.0,10.0,10.5,17.5
18,1900,100,13.843908891458577,16.46638037683442,1.0040114361267847,12,8.7,7.531578947368421,7,100,1.5,4.0,7.5,9.5,10.5,10.5,10.5,10.5,14.5,14.0
19,2000,100,13.843908891458577,16.442239873601647,0.9853306470108015,12,8.97,6.852631578947369,7,102,1.5,3.5,7.5,10.0,11.0,10.5,10.5,10.5,14.5,14.0
20,2100,100,13.843908891458577,16.39747792603065,1.073273020889959,12,8.93,8.06578947368421,8,100,2.0,4.0,7.0,10.5,11.0,10.5,10.5,10.5,14.5,14.0
21,2200,100,13.843908891458577,16.31786496189268,0.9802961567605452,12,9.23,7.318421052631579,9,102,1.0,4.0,7.0,10.5,11.0,10.5,10.5,10.5,14.5,14.0
22,2300,100,13.843908891458577,16.513006113303884,0.9516838819332623,12,10.01,8.544736842105262,6,100,1.5,4.5,6.5,11.0,10.5,10.5,10.5,10.5,14.5,14.0
23,2400,100,13.843908891458577,16.79862010906961,1.0435564136806244,12,9.19,6.3921052631578945,7,100,2.0,4.5,6.5,10.0,11.0,10.5,10.5,10.5,14.5,14.0
24,2500,100,13.843908891458577,16.628325857740975,1.0660981500589575,12,9.16,7.405263157894737,6,102,2.0,5.0,6.5,11.0,11.0,10.5,10.5,10.5,14.5,14.0
25,2600,100,13.760232526704263,16.500128944415078,1.1641436253733315,15,8.87,7.592105263157895,12,102,2.0,5.0,6.5,10.0,11.5,12.0,12.5,13.0,14.5,12.5
26,2700,100,13.760232526704263,16.720297399517282,1.0277611572547278,15,8.6,7.0131578947368425,6,100,2.0,5.0,7.0,9.5,11.0,12.0,12.5,13.0,14.5,12.5
27,2800,100,13.760232526704263,16.79859283084927,1.057847280060956,15,8.75,7.905263157894737,5,102,2.0,5.5,6.5,9.5,10.0,12.0,12.5,13.0,14.5,12.5
28,2900,100,13.760232526704263,16.650613040352876,1.0603906017511808,15,8.81,6.631578947368421,6,102,2.0,5.5,6.5,9.0,10.0,12.0,12.5,13.0,14.5,12.5
29,3000,100,13.760232526704263,16.442382676925558,1.2558629835144728,15,9.54,7.489473684210527,6,102,2.0,5.5,7.0,9.5,10.0,12.0,12.5,13.0,14.5,12.5
30,3100,100,13.760232526704263,16.509062820457444,1.1215091317681043,15,8.85,8.902631578947368,10,102,2.5,5.5,7.5,9.5,10.5,12.0,12.5,13.0,14.5,12.5
31,3200,100,13.760232526704263,16.545509010095707,1.2238018639203876,15,8.18,7.831578947368421,8,100,3.0,5.5,7.0,9.0,11.5,12.0,12.5,13.0,14.5,12.5
32,3300,100,13.760232526704263,16.23790673977307,0.8168016819445811,15,9.01,7.35,7,100,3.0,5.0,7.0,9.0,11.0,12.0,12.5,13.0,14.5,12.5
33,3400,100,13.760232526704263,16.26779060908855,0.7726193359111017,15,8.84,6.568421052631579,6,102,3.0,4.5,7.0,9.5,12.0,12.0,12.5,13.0,14.5,12.5
34,3500,100,13.632455532033676,16.37415092554205,0.9557882099897791,16,9.46,8.031578947368422,7,102,3.0,4.5,7.0,9.5,11.5,12.0,13.5,13.5,13.5,12.5
35,3600,100,13.548808848170152,16.223129955256876,0.8796756434018767,15,8.44,6.742105263157895,6,100,3.0,4.5,7.0,10.0,12.0,11.5,12.0,12.0,14.5,12.5
36,3700,100,13.492838827718412,16.20611852840601,0.9964119743465498,13,9.11,7.8578947368421055,7,100,3.0,4.0,6.5,9.0,11.5,11.0,10.5,11.5,13.5,14.0
37,3800,100,13.18309518948453,16.23159509303672,1.1601269327947379,15,8.79,4.976315789473684,6,104,3.0,4.0,6.5,8.5,11.5,13.0,12.0,12.0,13.5,12.5
38,3900,100,13.18309518948453,16.201999208175494,1.0982378191874214,15,8.86,7.528947368421052,5,102,3.0,5.0,7.0,8.0,11.0,13.0,12.0,12.0,13.5,12.5
39,4000,100,13.18309518948453,16.38782162021211,0.9102005106744658,15,9.38,8.257894736842106,8,102,3.5,5.0,7.0,9.0,10.5,13.0,12.0,12.0,13.5,12.5
40,4100,100,13.18309518948453,16.304376383985833,0.9911647527727119,15,9.59,8.923684210526316,10,100,3.0,5.0,7.5,9.0,10.0,13.0,12.0,12.0,13.5,12.5
41,4200,100,13.18309518948453,16.232560453883462,1.0936820184887668,15,8.98,8.194736842105263,9,102,3.0,5.0,7.0,9.0,10.0,13.0,12.0,12.0,13.5,12.5
42,4300,100,13.18309518948453,16.373536542005766,0.9750781781953128,15,9.09,7.568421052631579,8,100,3.0,5.0,6.5,8.5,9.5,13.0,12.0,12.0,13.5,12.5
43,4400,100,13.18309518948453,16.399595444968128,1.1284547292948373,15,9.7,9.023684210526316,8,100,3.0,4.5,6.5,9.0,9.5,13.0,12.0,12.0,13.5,12.5
44,4500,100,13.18309518948453,16.07956579590548,1.038072106120277,15,9.2,6.984210526315789,6,100,3.0,5.0,6.0,9.0,10.0,13.0,12.0,12.0,13.5,12.5
45,4600,100,13.18309518948453,16.391696714360222,1.002162727421534,15,9.04,6.6947368421052635,10,102,3.0,5.0,6.0,9.5,10.5,13.0,12.0,12.0,13.5,12.5
46,4700,100,13.18309518948453,16.385971112815525,0.9723953192769726,15,8.47,7.1078947368421055,8,102,3.5,5.5,6.5,9.0,11.0,13.0,12.0,12.0,13.5,12.5
47,4800,100,13.18309518948453,16.468115294552025,1.0516102973394394,15,8.5,6.95,10,100,3.5,5.0,6.5,9.5,11.0,13.0,12.0,12.0,13.5,12.5
48,4900,100,13.18309518948453,16.462101146672072,0.9069238395545386,15,8.88,7.355263157894737,6,102,3.5,4.5,6.5,10.0,11.5,13.0,12.0,12.0,13.5,12.5
49,5000,100,13.18309518948453,16.2072457076336,0.8971484820996247,15,9.17,7.431578947368421,11,100,3.5,4.5,6.0,10.0,12.0,13.0,12.0,12.0,13.5,12.5
50,5100,100,13.18309518948453,16.243307711385945,0.9868446620819217,15,8.86,5.7105263157894735,7,100,2.5,5.0,6.0,9.5,12.0,13.0,12.0,12.0,13.5,12.5
