generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.588435821108957,18.267904373475947,1.5371634802246825,13,11.96,12.423684210526316,,,3.0,6.0,9.5,12.0,15.0,10.5,10.0,13.0,14.5,17.0
1,200,100,15.196150997149434,18.137709366363225,1.3235525477567347,12,12.11,13.407894736842104,,,2.5,6.0,9.5,12.0,16.0,9.5,10.0,12.5,15.0,16.0
2,300,100,15.146536616149586,18.06149252683212,1.3796273119996831,9,11.12,11.613157894736842,,,3.5,7.0,9.5,12.5,16.5,8.5,10.0,10.0,13.5,17.5
3,400,100,14.958703314492292,17.57999069603913,1.4142400381946285,14,10.81,9.9,,,4.5,6.5,8.5,12.0,14.5,12.0,10.0,11.5,16.0,14.5
4,500,100,14.958703314492292,17.919387170338435,1.3879274888053592,14,11.03,11.26578947368421,,,3.0,6.5,7.5,12.5,15.5,12.0,10.0,11.5,16.0,14.5
5,600,100,14.958703314492292,18.225927492052257,1.5295312088693196,14,11.45,11.781578947368422,,,3.0,7.0,9.0,13.0,17.0,12.0,10.0,11.5,16.0,14.5
6,700,100,14.958703314492292,18.22283093645451,1.4727155507511476,14,12.11,12.828947368421053,,,3.5,6.0,8.0,12.0,15.5,12.0,10.0,11.5,16.0,14.5
7,800,100,14.958703314492292,18.357708012752724,1.4721926864303676,14,12.21,13.855263157894736,,,4.0,6.0,9.0,13.0,16.5,12.0,10.0,11.5,16.0,14.5
8,900,100,14.799999999999999,17.98106150950769,1.4557939236346593,11,10.01,10.965789473684211,,,3.5,6.0,9.0,12.0,16.5,9.0,11.5,10.5,13.5,16.5
9,1000,100,14.799999999999999,18.380002737286155,1.4740770060526331,11,11.04,10.039473684210526,,,3.0,6.0,10.0,12.5,17.0,9.0,11.5,10.5,13.5,16.5
10,1100,100,14.799999999999999,18.01431277837535,1.4396045453920974,11,11.13,11.218421052631578,,,2.5,6.5,9.5,12.5,16.0,9.0,11.5,10.5,13.5,16.5
11,1200,100,14.799999999999999,18.037472196209027,1.3744113588624933,11,10.97,12.023684210526316,,,3.5,6.5,9.0,12.5,16.0,9.0,11.5,10.5,13.5,16.5
12,1300,100,14.799999999999999,18.14530309614385,1.2982408836756483,11,11.59,11.013157894736842,,,3.5,5.5,9.5,11.5,15.0,9.0,11.5,10.5,13.5,16.5
13,1400,100,14.799999999999999,18.112147190017915,1.5034202205727547,11,10.29,10.68421052631579,,,3.0,6.5,8.5,12.5,15.5,9.0,11.5,10.5,13.5,16.5
14,1500,100,14.799999999999999,18.250142565775672,1.254894594080011,11,12.61,12.576315789473684,,,4.0,6.5,8.0,11.5,16.5,9.0,11.5,10.5,13.5,16.5
15,1600,100,14.799999999999999,18.230818226257938,1.6056676312721965,11,12.44,12.868421052631579,,,3.0,7.5,9.0,12.5,16.5,9.0,11.5,10.5,13.5,16.5
16,1700,100,14.799999999999999,18.44391552361139,1.653972589363321,11,11.89,13.871052631578948,,,4.0,6.5,7.5,12.0,16.5,9.0,11.5,10.5,13.5,16.5
17,1800,100,14.799999999999999,18.167570015127634,1.5335484825178545,11,11.48,11.93157894736842,,,4.0,6.5,7.5,12.5,16.0,9.0,11.5,10.5,13.5,16.5
18,1900,100,14.799999999999999,18.136850677286063,1.6492998863255561,11,10.8,7.647368421052631,,,4.0,6.0,9.0,12.5,16.5,9.0,11.5,10.5,13.5,16.5
19,2000,100,14.799999999999999,18.33473433052429,1.3858288097455622,11,11.65,11.560526315789474,,,3.0,6.5,9.5,12.0,16.0,9.0,11.5,10.5,13.5,16.5
20,2100,100,14.799999999999999,17.83096729040167,1.290118880198681,11,9.69,9.771052631578947,,,3.5,6.5,9.5,11.5,17.0,9.0,11.5,10.5,13.5,16.5
21,2200,100,14.799999999999999,18.343392203855593,1.5149307975698423,11,11.74,13.66842105263158,,,4.0,5.0,8.0,12.5,17.0,9.0,11.5,10.5,13.5,16.5
22,2300,100,14.799999999999999,18.16911239825362,1.4044336177635204,11,11.51,10.110526315789473,,,3.5,6.0,9.0,11.5,17.0,9.0,11.5,10.5,13.5,16.5
23,2400,100,14.799999999999999,17.943673279701738,1.2887625970059562,11,10.84,9.73421052631579,,,3.5,5.5,8.0,13.0,16.0,9.0,11.5,10.5,13.5,16.5
24,2500,100,14.799999999999999,18.07122313058686,1.4718245977611397,11,11.49,10.397368421052631,,,3.0,7.0,9.5,13.0,16.0,9.0,11.5,10.5,13.5,16.5
25,2600,100,14.799999999999999,17.782341133999,1.3914017442722904,11,11.35,10.115789473684211,,,3.0,6.5,9.5,12.5,16.0,9.0,11.5,10.5,13.5,16.5
26,2700,100,14.799999999999999,18.250537091293918,1.509663097769658,11,10.93,9.313157894736841,,,2.5,7.0,9.5,12.0,17.0,9.0,11.5,10.5,13.5,16.5
27,2800,100,14.799999999999999,18.137349468646956,1.3036436278713552,11,10.86,11.021052631578947,,,3.5,6.5,10.0,13.5,16.0,9.0,11.5,10.5,13.5,16.5
