generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,15.588435821108957,18.267904373475947,1.5371634802246825,13,11.96,12.423684210526316,,,3.0,6.0,9.5,12.0,15.0,10.5,10.0,13.0,14.5,17.0
1,200,100,14.898717737923585,16.660295229171194,0.9248733692270834,8,9.08,7.647368421052631,5,102,3.0,5.5,8.0,11.0,14.5,8.5,7.5,8.5,12.5,18.0
2,300,100,14.898717737923585,16.691207985781567,0.8618823413541138,8,8.27,6.36578947368421,10,100,2.0,5.0,8.0,9.0,14.5,8.5,7.5,8.5,12.5,18.0
3,400,100,14.898717737923585,16.878302773706988,0.976056091652037,8,8.58,7.623684210526315,8,100,2.5,4.5,7.5,8.0,14.5,8.5,7.5,8.5,12.5,18.0
4,500,100,14.898717737923585,16.83774430330476,1.0199116373506123,8,8.03,6.265789473684211,6,100,1.5,4.5,7.5,7.5,14.0,8.5,7.5,8.5,12.5,18.0
5,600,100,14.772751070837067,16.96976118252532,1.2642200419008882,11,8.9,8.444736842105263,8,100,1.5,4.0,7.0,7.0,14.0,9.0,6.5,11.0,13.5,16.5
6,700,100,14.772751070837067,16.623159884512496,1.0732625163738256,11,9.49,7.436842105263158,5,100,2.0,3.5,7.0,7.0,14.0,9.0,6.5,11.0,13.5,16.5
7,800,100,14.683294573433784,16.25568423606233,0.8162129739046777,10,9.96,7.5394736842105265,7,100,2.0,3.0,6.5,7.5,14.0,9.5,8.0,9.0,11.0,18.0
8,900,100,14.593237062523878,16.28657686577064,0.8525723441569673,12,9.97,8.955263157894738,8,102,2.0,3.0,5.0,7.5,14.0,8.5,8.0,11.0,9.0,18.0
9,1000,100,14.361901286060018,16.20657545859048,0.8444690402948601,12,9.78,7.402631578947369,6,100,1.5,3.0,5.5,7.5,13.5,9.5,9.5,10.5,8.5,17.5
10,1100,100,14.361901286060018,16.135122163782555,0.8486727755102726,12,10.03,8.171052631578947,8,100,2.5,3.5,5.5,7.5,14.0,9.5,9.5,10.5,8.5,17.5
11,1200,100,14.361901286060018,16.184947788503816,0.8666901741275853,12,10.28,8.813157894736841,8,100,2.5,3.0,5.0,7.0,14.0,9.5,9.5,10.5,8.5,17.5
12,1300,100,14.361901286060018,16.362510875893328,0.9287609549455969,12,9.92,8.813157894736841,8,100,2.0,3.0,4.5,6.5,14.5,9.5,9.5,10.5,8.5,17.5
13,1400,100,14.227566688249707,16.12572263756982,0.8330048549626587,13,10.27,7.436842105263158,5,100,2.0,3.0,4.5,7.0,14.0,10.5,12.0,10.5,15.0,14.0
14,1500,100,14.063818169698585,15.957783123975057,1.0054306080452742,14,10.56,7.823684210526316,6,100,2.0,3.5,4.5,6.5,13.5,11.5,12.0,11.5,15.0,13.5
15,1600,100,13.555294535724686,16.048976062616156,1.0303762697647816,14,10.43,8.18157894736842,6,100,3.0,4.0,4.5,7.0,13.0,11.5,11.0,9.5,13.5,14.0
16,1700,100,13.555294535724686,16.308276781503892,0.886610830970169,14,10.58,8.4,9,100,3.0,4.5,5.5,7.5,13.0,11.5,11.0,9.5,13.5,14.0
17,1800,100,13.555294535724686,16.527492253238478,0.9842897619656822,14,10.16,9.23421052631579,7,100,3.0,4.0,5.0,8.0,13.0,11.5,11.0,9.5,13.5,14.0
18,1900,100,13.555294535724686,16.384927744871323,1.008633171271345,14,9.61,7.55,6,102,3.0,4.5,5.5,8.0,12.5,11.5,11.0,9.5,13.5,14.0
19,2000,100,13.555294535724686,16.260872131294658,0.9992341751023144,14,9.71,7.815789473684211,9,100,2.5,4.5,5.5,7.5,12.0,11.5,11.0,9.5,13.5,14.0
20,2100,100,13.555294535724686,16.20983473082349,1.0308935548950828,14,10.37,9.43421052631579,6,100,2.5,5.0,5.5,7.5,12.0,11.5,11.0,9.5,13.5,14.0
21,2200,100,13.555294535724686,16.313160716023194,0.9734037489853468,14,9.72,8.307894736842105,8,100,2.5,4.5,6.5,8.5,11.5,11.5,11.0,9.5,13.5,14.0
22,2300,100,13.555294535724686,16.19727923228552,0.9568313550857962,14,9.45,7.434210526315789,8,100,2.5,4.0,7.0,8.5,11.5,11.5,11.0,9.5,13.5,14.0
23,2400,100,13.555294535724686,16.132161897136985,0.8950646180283881,14,9.96,8.905263157894737,9,102,2.5,3.5,7.0,8.5,11.0,11.5,11.0,9.5,13.5,14.0
24,2500,100,13.555294535724686,16.482864150056812,0.8415019218286026,14,9.19,8.294736842105262,7,102,2.5,3.5,7.0,8.5,10.0,11.5,11.0,9.5,13.5,14.0
25,2600,100,13.555294535724686,16.384951604772763,0.8252209301089795,14,9.28,7.026315789473684,5,102,2.5,4.0,7.0,8.5,9.5,11.5,11.0,9.5,13.5,14.0
26,2700,100,13.555294535724686,16.434915785946348,0.8023909770937366,14,9.63,7.713157894736842,9,102,2.5,4.0,7.0,8.5,10.0,11.5,11.0,9.5,13.5,14.0
27,2800,100,13.555294535724686,16.740254310648623,0.8631233383350589,14,8.42,8.278947368421052,6,100,3.0,4.0,6.0,9.0,10.5,11.5,11.0,9.5,13.5,14.0
28,2900,100,13.555294535724686,16.74507634066802,0.8643539488664106,14,9.7,8.83421052631579,5,100,3.0,4.0,6.5,9.0,10.5,11.5,11.0,9.5,13.5,14.0
29,3000,100,13.555294535724686,16.663200255150002,0.7943629239125808,14,9.96,7.592105263157895,5,100,3.0,3.5,6.5,9.0,10.0,11.5,11.0,9.5,13.5,14.0
