generation,evaluations,population_size,best_fitness,mean_fitness,std_fitness,best_size,mean_size,diversity,distinct_parents,parent_picks,closest_7,closest_11,closest_15,closest_19,closest_25,best_dist_7,best_dist_11,best_dist_15,best_dist_19,best_dist_25
0,100,100,14.714674215792776,17.977372810803452,1.5596444294435243,9,11.62,12.95,,,3.5,6.0,8.5,12.5,16.5,8.5,9.0,9.0,12.5,17.5
1,200,100,14.423243291566195,16.674984971608048,1.1115454848770507,9,7.62,6.6,6,100,3.0,5.5,8.0,11.0,16.5,8.5,9.5,10.0,12.0,17.0
2,300,100,13.91916017074176,16.726019691307876,1.1792344130054264,11,7.26,5.410526315789474,8,100,3.5,5.0,8.0,10.5,15.0,9.5,10.5,8.5,12.0,16.0
3,400,100,13.91916017074176,16.08680355287826,1.1179526081514728,11,8.9,7.394736842105263,11,100,3.0,5.0,7.5,10.0,15.0,9.5,10.5,8.5,12.0,16.0
4,500,100,13.91916017074176,15.997369309638977,1.1319983688335244,11,9.31,7.8578947368421055,7,100,3.0,4.0,7.5,9.5,14.5,9.5,10.5,8.5,12.0,16.0
5,600,100,13.91916017074176,16.208531151481985,1.320053909522282,11,8.71,6.968421052631579,11,100,2.5,3.5,7.0,9.0,14.5,9.5,10.5,8.5,12.0,16.0
6,700,100,13.91916017074176,15.977764020752641,1.1702031103502097,11,9.02,7.323684210526316,9,100,2.5,3.5,6.5,9.0,14.0,9.5,10.5,8.5,12.0,16.0
7,800,100,13.91916017074176,16.258088671169634,1.0467297539501583,11,9.11,7.436842105263158,6,100,2.5,3.5,6.0,9.0,14.5,9.5,10.5,8.5,12.0,16.0
8,900,100,13.91916017074176,16.382024723741633,1.163330115970873,11,8.41,7.123684210526315,12,100,2.5,3.5,6.0,8.5,14.5,9.5,10.5,8.5,12.0,16.0
9,1000,100,13.91916017074176,16.36886138367456,0.990527853891508,11,8.89,7.413157894736842,8,100,2.5,4.0,6.0,8.5,14.0,9.5,10.5,8.5,12.0,16.0
10,1100,100,13.91916017074176,16.3850250773109,1.0264288089739093,11,8.68,6.260526315789473,11,100,2.5,4.0,6.0,8.5,13.5,9.5,10.5,8.5,12.0,16.0
11,1200,100,13.91916017074176,16.395659292419406,1.0747067551765634,11,9.19,8.223684210526315,8,100,2.5,4.0,6.5,8.5,13.0,9.5,10.5,8.5,12.0,16.0
12,1300,100,13.91916017074176,16.36335234589345,1.084772536976093,11,9.92,9.057894736842105,8,100,2.0,4.5,6.0,8.5,12.0,9.5,10.5,8.5,12.0,16.0
13,1400,100,13.91916017074176,16.44653492442195,1.0743647857889997,11,9.93,7.113157894736842,8,100,2.0,4.5,6.0,8.0,12.0,9.5,10.5,8.5,12.0,16.0
14,1500,100,13.91916017074176,16.332303930384995,1.0262176575034232,11,9.33,7.897368421052631,6,100,2.0,4.0,6.0,8.0,12.0,9.5,10.5,8.5,12.0,16.0
15,1600,100,13.91916017074176,16.12677275071358,0.9819261644406492,11,10.01,7.992105263157895,6,100,1.5,4.0,6.0,8.0,12.0,9.5,10.5,8.5,12.0,16.0
